,loss,,error,,errorFrac,
,train,test,train,test,train,test
F0,853074.8721849271,120503.51902530949,0.0017531337,0.92819333,3.8146973e-06,0.7527938
F1,830616.1691039606,142959.85048080547,0.0022292437,0.633486,4.6491623e-06,0.10278416
F2,833503.8339326583,139688.34705882464,0.00218187,0.39611477,1.2993813e-05,0.10739529
F3,808296.8217360559,164747.37335757588,0.0016055759,0.31133866,1.4305115e-06,0.46281743
F4,811336.8388466073,162638.28848357813,0.00049970095,0.44516218,9.179115e-06,0.49113047
F5,833569.6116560729,137212.44373489468,0.001710873,0.265295,4.7683716e-06,0.12487733
F6,864658.1741345391,108551.34270573397,0.0016507179,0.5544133,5.1259995e-06,0.44707656
