,loss,,error,,errorFrac,
,train,test,train,test,train,test
F0,139873.1925783428,116842.98247118134,0.21263523,0.58271945,5.4147396,4.66195
F1,116160.52895790183,139673.41568205398,0.44889098,0.09572679,5.3552313,5.4407735
F2,115795.32046648154,138621.6784757668,0.4053541,0.1961266,5.4062595,5.5136614
F3,115612.11982282098,171472.18907096292,0.36555898,0.6643052,5.365191,5.801178
F4,115580.2625562016,170226.90712967943,0.385741,0.74125195,5.2379313,5.7098455
F5,115512.34055636493,141650.37553061056,0.3732764,0.5926575,5.273349,5.3482413
F6,115334.17948094987,107268.00339338924,0.31382158,0.19972792,5.3888464,4.9658976
