0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
1,0,1,0,3,0,6,0,0,0,0,0,2,3,0,0,0,0,1,0,2,0,0,0,4,0,0,1,0,0,0,1
2,4,1,4,4,6,0,0,1,1,0,2,2,0,2,0,1,1,0,3,1,2,0,1,0,0,0,3,0,2,1,0
3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2,2,2,0,0,1,0,3,0,1
5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0
6,6,3,4,7,3,3,1,4,8,2,4,9,2,5,7,6,5,5,7,12,4,6,5,2,7,5,2,4,4,4,7
7,6,6,2,4,5,2,6,3,2,1,3,4,3,5,2,3,1,4,5,3,3,2,0,1,1,2,2,2,2,4,4
8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,2,0,0,1,0,0,0,0,5,0,0,1,0,1,0,2,0,1,0,1,1,0,1,0,0,0,0
10,1,0,3,1,3,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0
11,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,5
13,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0
14,1,2,3,3,1,10,6,6,6,2,4,5,6,6,3,2,2,3,6,3,4,3,8,8,1,2,4,5,8,6,5
15,1,0,0,1,1,1,1,2,0,1,0,0,1,0,0,1,0,0,2,3,4,3,4,2,3,4,2,2,0,3,1
16,1,3,1,1,1,9,0,0,2,1,0,3,13,0,2,2,1,1,2,11,0,1,3,0,0,2,6,1,0,5,4
17,3,4,4,4,7,6,5,7,4,2,3,5,3,2,6,5,2,9,5,5,4,2,6,6,8,2,5,2,7,2,3
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
20,0,0,0,0,0,1,2,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,2,0,1,0,0,0,0
21,3,0,1,1,2,3,2,0,4,0,0,0,1,1,0,4,1,2,0,1,0,0,0,2,0,3,0,1,1,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,0,2,0,1,0,1,0,2,0,0,5,1,0,1,1,0,0,1,1,0,1,0,0,6,0,0,0,0,0,2,1
24,3,1,0,1,2,2,1,1,1,1,2,0,0,3,3,4,1,3,1,3,1,1,2,5,3,2,3,2,3,4,6
25,0,0,1,1,1,0,0,4,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,2,5,0,0,0,0,1
26,1,0,0,0,0,2,0,0,0,1,2,0,5,0,0,4,5,1,1,4,0,0,0,1,0,1,4,0,0,0,0
27,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,2,0,0
28,6,3,2,2,14,2,1,12,3,3,3,2,0,3,9,3,4,3,0,1,5,4,5,17,3,4,1,4,3,1,2
29,3,2,3,2,2,5,2,5,3,4,1,4,4,2,2,4,5,4,3,7,2,4,5,10,4,2,3,3,2,3,2
30,0,0,2,1,0,0,2,2,1,2,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
32,4,2,4,1,0,5,2,1,1,4,3,0,2,1,3,2,4,6,0,7,1,0,1,0,0,0,6,0,2,0,1
33,0,0,0,1,0,0,1,1,1,0,0,3,1,0,0,4,0,1,1,0,0,0,1,0,8,0,0,0,0,0,1
34,2,6,1,2,1,4,5,6,7,10,5,0,5,8,1,6,3,2,0,6,2,0,2,5,0,0,1,3,4,2,6
35,2,6,3,4,2,5,7,8,3,2,5,2,7,7,2,2,3,3,3,7,3,5,2,1,2,2,4,1,0,0,2
36,0,0,1,1,0,4,1,2,1,4,1,0,5,1,2,1,2,2,4,9,1,1,0,11,7,1,3,2,0,1,0
37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,0,1,0,0,1,0,0,0,1,1,2,2,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0
39,4,5,1,7,5,4,4,2,3,0,3,2,3,2,11,5,3,5,7,7,0,1,2,2,3,1,2,3,4,3,7
40,2,1,2,2,2,1,1,1,2,0,2,0,0,3,1,0,0,0,2,0,2,2,0,0,0,0,0,1,2,0,0
