0,7
1,24
2,42
3,8
4,20
5,8
6,153
7,93
8,3
9,17
10,17
11,9
12,18
13,15
14,134
15,43
16,76
17,138
18,4
19,4
20,15
21,34
22,2
23,26
24,65
25,24
26,32
27,17
28,125
29,107
30,20
31,4
32,63
33,24
34,105
35,105
36,68
37,5
38,16
39,111
40,29
41,49
42,58
43,79
44,18
45,139
46,1
47,112
48,52
49,22
50,62
51,18
52,4
53,19
54,8
55,47
56,35
57,61
58,181
59,250
60,22
61,121
62,37
63,178
64,155
65,88
66,1
67,18
68,85
69,42
70,290
71,43
72,20
73,21
74,68
75,2
76,56
77,2
78,10
79,31
80,5
81,17
82,20
83,780
84,3
85,43
86,17
87,15
88,40
89,30
90,5
91,68
