0,1,0,0,3,0,0,4,0,0,1,2,0,1,2,2,0,0,2,0,0,2,1,1,1,0,0,0,2
1,2,0,1,1,2,0,0,0,0,0,4,0,0,0,2,2,1,0,0,5,1,1,1,2,0,2,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,3,0,3,2,1,1,0,2,1,0,1,0,1,0,3,0,0,0,2,0,0,0
5,4,4,5,0,2,2,5,1,1,3,1,3,2,4,2,2,3,0,3,1,6,0,3,3,2,1,4,7
6,1,0,3,2,4,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,0,4,2,1,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
9,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10,0,3,2,1,0,0,0,0,6,1,1,0,1,0,0,3,3,0,1,0,0,3,3,0,0,0,0,0
11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
12,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,1,1,0,4,0,0,0,1
13,7,6,10,12,4,9,4,5,3,3,6,1,0,4,7,5,8,5,4,4,7,5,4,4,14,7,5,5
14,1,1,1,2,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0,1
15,6,3,8,1,0,2,22,0,1,4,1,11,3,23,0,1,6,3,2,7,14,1,2,2,6,2,7,19
16,3,2,5,2,2,2,4,5,1,2,3,2,2,5,0,2,6,3,7,5,2,3,8,4,6,6,3,1
17,3,1,1,1,1,0,0,0,2,0,3,4,0,0,4,1,2,1,2,0,0,0,4,1,1,3,0,0
18,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,3,0,0
19,4,4,3,2,1,0,3,2,0,0,4,5,2,4,0,2,5,2,0,2,1,2,1,2,2,3,2,4
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,2,0,1,0,2,1,1,0,1,1,0,0,0,3,1,0,0,0,0,2,0,4,3,1,0,0
22,3,1,2,1,1,2,0,0,1,2,0,0,1,2,0,0,1,0,0,2,2,4,9,1,1,0,2,3
23,1,0,1,2,1,0,0,1,0,2,0,1,0,0,0,0,1,0,5,3,3,0,2,1,1,1,1,1
24,2,1,2,0,0,1,0,2,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,2
25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
