0,1
1,1
2,571
3,508
4,228
5,225
6,136
7,61
8,310
9,81
10,138
11,78
12,14
13,44
14,10
15,104
16,3
17,450
18,50
19,15
20,19
21,328
22,16
23,40
24,80
25,6
26,147
27,170
28,18
29,10
30,15
31,89
32,35
33,60
34,150
35,18
36,196
37,177
38,57
39,66
40,7
41,63
42,3
43,125
44,19
45,10
46,22
47,10
48,52
49,44
50,9
51,105
52,31
53,55
54,107
55,31
56,184
57,1688
58,172
59,75
60,26
61,37
62,82
63,97
64,246
65,3
66,151
67,253
68,75
69,217
70,45
71,24
72,53
73,7
74,87
75,54
76,109
77,147
78,57
79,84
80,87
81,70
82,109
83,104
84,6
85,170
86,19
87,97
88,10
89,24
90,58
91,228
92,13
93,29
94,136
95,159
96,180
97,3
98,24
99,109
100,22
101,81
102,62
103,21
104,71
105,167
106,3
107,12
108,9
109,8
110,144
111,53
112,9
113,2
114,155
115,7
116,24
117,1
118,103
119,109
120,150
121,174
122,23
123,112
124,7
125,23
126,38
127,7
128,56
129,163
130,14
131,4
132,26
133,1
134,1
135,20
136,19
137,199
138,46
139,35
140,39
141,3
142,125
143,1
144,14
145,4
146,31
147,111
148,168
149,77
150,92
151,60
152,72
153,30
154,46
155,67
156,19
157,185
158,3
159,2
160,2
161,2
162,2
163,1
164,50
165,5
166,222
167,72
168,112
169,5
170,98
171,26
172,683
173,83
174,42
175,45
176,49
177,18
178,13
179,101
180,82
181,1
182,63
183,17
184,79
185,15
186,13
187,18
188,92
189,10
190,5
191,77
192,1
193,39
194,236
195,42
196,59
197,97
198,30
199,32
200,27
201,13
202,35
203,232
204,121
205,181
206,10
207,171
208,84
209,25
210,6
211,74
212,279
213,98
214,38
215,12
216,280
217,185
218,16
219,110
220,211
221,281
222,264
223,51
224,120
225,228
226,161
227,213
228,64
229,15
230,130
231,59
232,31
233,363
234,116
235,219
236,47
237,191
238,28
239,11
240,1
241,35
242,17
243,150
244,8
245,77
246,143
247,12
248,14
249,57
250,64
251,202
252,22
253,174
254,89
255,71
256,31
257,28
258,104
259,91
260,38
261,160
262,23
263,9
264,47
265,50
266,41
267,64
268,51
269,16
270,52
271,75
272,11
273,25
274,30
275,74
276,20
277,52
278,46
279,90
280,29
281,111
282,69
283,23
284,66
285,30
286,36
287,204
288,257
289,397
290,82
291,12
292,1
293,81
294,227
295,41
296,58
297,30
298,5
299,101
300,188
301,35
302,80
303,203
304,54
305,479
306,247
307,38
308,66
309,10
310,90
311,56
312,91
313,149
314,121
315,479
316,212
317,49
318,176
319,10
320,175
321,25
322,63
323,1
324,19
325,69
326,282
327,9
328,60
329,36
330,41
331,1
332,105
333,449
334,37
335,108
336,34
337,68
338,16
339,66
340,28
341,172
342,130
343,21
344,585
345,311
346,275
347,45
348,47
349,1
350,55
351,8
352,384
353,314
354,42
355,30
356,4
357,17
358,230
