0,26
1,7
2,295
3,30
4,6
5,50
6,72
7,5
8,12
9,4
10,43
11,36
12,2
13,216
14,1
15,68
16,18
17,148
18,5
19,46
20,48
21,1
22,32
23,62
24,220
25,7
26,52
27,257
28,15
29,65
30,215
31,122
32,24
33,19
34,65
35,29
36,91
37,148
38,36
39,49
40,101
41,25
42,3
43,20
44,12
45,6
46,8
47,3
48,48
49,58
50,23
51,13
52,1
53,72
54,15
55,46
56,65
57,37
58,49
59,52
60,29
61,19
62,179
63,11
64,88
65,9
66,34
67,3
68,1
69,22
70,8
71,93
72,14
73,285
74,24
75,14
76,8
77,46
78,2
79,2
80,2
81,45
82,2
83,1
84,6
85,8
86,7
87,8
88,19
89,18
90,29
91,20
92,1
93,14
94,49
95,2
96,2
97,71
98,16
99,8
100,2
101,13
102,3
103,64
104,11
105,16
106,41
107,51
108,84
109,1
110,65
111,196
112,7
113,3
114,9
115,39
116,11
117,5
118,67
119,6
120,181
121,22
122,2
123,96
124,22
125,20
126,10
127,44
128,26
129,11
130,52
131,30
132,45
133,35
134,77
135,27
136,4
137,24
138,51
139,161
140,2
141,34
142,18
143,51
144,18
145,1
146,3
147,11
148,20
149,18
150,32
151,44
152,20
153,34
154,43
155,1
156,10
157,6
158,85
159,12
160,18
161,53
162,22
163,23
164,24
165,3
166,22
167,7
168,80
169,7
170,21
171,120
172,155
173,50
174,82
175,91
176,17
177,24
178,36
179,1
180,5
181,2
182,7
183,71
184,2
185,53
186,59
187,10
188,52
189,6
190,12
191,4
192,3
193,47
194,32
195,4
196,36
197,16
198,4
199,13
200,51
201,10
202,43
203,37
204,90
205,40
206,67
207,69
208,54
209,5
210,21
211,5
212,3
213,66
214,15
215,4
216,4
217,87
218,99
219,10
220,7
221,20
222,18
223,59
224,21
225,64
226,30
227,161
228,70
229,15
230,4
231,20
232,19
233,15
234,50
235,56
236,6
237,13
238,11
239,45
240,35
241,48
242,82
243,21
244,21
245,72
246,16
247,33
248,6
249,1
250,49
251,5
252,7
253,49
254,29
255,18
256,377
257,14
258,31
259,103
260,1
261,164
262,24
263,150
264,27
265,7
266,93
267,58
268,56
269,2
270,147
271,60
272,28
273,4
274,1
275,17
276,5
277,54
278,9
279,6
280,93
281,11
282,5
283,4
284,11
285,13
286,65
287,9
288,19
289,99
290,109
291,24
292,50
293,41
294,35
295,14
296,18
297,86
298,31
299,1
300,75
301,34
302,43
303,5
304,33
305,5
306,5
307,121
308,38
309,35
310,38
311,16
312,31
313,50
314,93
315,3
316,53
317,82
318,29
319,86
320,2
321,104
322,2
323,5
324,3
325,27
326,86
327,41
328,24
329,87
330,46
331,137
332,66
333,3
334,6
335,26
336,70
337,11
338,9
339,58
340,37
341,27
342,143
343,9
344,17
345,97
346,28
347,5
348,15
349,49
350,30
351,29
352,17
353,16
354,16
355,8
356,10
357,95
358,51
359,51
360,71
361,98
362,29
363,23
364,43
365,47
366,32
367,38
368,3
369,33
370,77
371,32
372,27
373,99
374,12
375,28
376,19
377,3
378,55
379,55
380,76
381,37
382,9
383,60
384,298
385,12
386,24
387,1
388,10
389,141
390,21
391,21
392,7
393,7
394,96
395,67
396,95
397,113
398,117
399,37
400,58
401,18
402,1
403,75
404,23
405,135
406,95
407,38
408,51
409,56
410,65
411,3
412,14
413,27
414,38
415,206
416,38
417,29
418,3
419,99
420,27
421,10
422,6
423,220
424,2
425,60
426,4
427,17
428,100
429,16
430,2
431,1
432,11
433,50
434,215
435,12
436,51
437,63
438,6
439,11
440,36
441,25
442,63
443,75
444,83
445,185
446,57
447,25
448,76
449,10
450,117
451,98
452,90
453,239
454,22
455,8
456,27
457,1
458,10
459,13
460,11
461,3
462,1
463,64
464,10
465,1
466,15
467,4
468,8
469,2
470,40
471,10
472,5
473,59
474,55
475,8
476,88
477,33
478,40
479,74
480,48
481,77
482,20
483,80
484,10
485,17
486,54
487,82
488,1
