0,1904
1,1038
2,464
3,168
4,889
5,189
6,410
7,305
8,324
9,377
10,891
11,1204
12,225
13,686
14,152
15,1135
16,206
17,130
18,227
19,1175
20,252
21,357
22,25
23,56
24,517
25,63
26,82
27,354
28,1594
29,667
30,131
31,117
32,246
33,113
34,476
35,303
36,8
37,1118
38,227
39,332
40,104
41,216
42,1123
43,126
44,346
45,20
46,231
47,475
48,564
49,489
50,470
51,408
52,15
53,48
54,1438
55,370
56,488
57,175
58,202
59,1622
60,397
61,794
62,482
63,160
64,129
65,611
66,189
67,858
68,1879
69,500
70,325
71,150
72,269
73,535
74,1216
75,119
76,436
77,407
78,59
79,396
80,808
81,192
82,36
83,130
84,663
85,375
86,147
87,152
88,840
89,84
90,126
91,576
92,405
93,110
94,254
95,409
96,324
97,107
98,90
99,334
100,423
101,414
102,125
103,786
104,22
105,186
106,219
107,426
108,68
109,774
110,323
111,629
112,69
113,2508
114,2096
115,546
116,354
117,357
118,477
119,197
120,360
121,79
122,831
123,580
124,1118
125,296
126,600
127,198
128,78
129,213
130,1172
131,329
132,57
133,313
134,942
135,496
136,1214
137,431
138,1242
139,621
140,114
141,180
142,140
143,152
144,24
145,63
146,140
147,238
148,1492
149,153
150,195
151,318
152,157
153,242
154,235
155,104
156,255
157,289
158,611
159,190
160,328
161,121
162,429
163,215
164,221
165,105
166,321
167,457
168,151
169,132
170,606
171,659
172,481
173,518
174,406
175,119
176,46
177,366
178,614
179,306
180,168
181,444
182,888
183,640
184,329
185,369
186,125
187,654
188,196
189,53
190,846
191,552
192,36
193,1
194,47
195,405
196,112
197,208
198,240
199,156
200,212
201,144
202,132
203,219
204,216
205,150
206,591
207,368
208,327
209,102
210,31
211,81
212,390
213,716
214,356
215,105
216,369
217,313
218,315
219,340
220,413
221,1900
222,151
223,496
224,86
225,264
226,498
227,302
228,233
229,49
230,39
231,6
232,51
233,6
234,21
235,208
236,239
237,20
238,69
239,142
240,300
241,135
242,320
243,1085
244,134
245,171
246,139
247,281
248,251
249,1060
250,24
251,429
252,44
253,273
254,66
255,252
256,479
257,95
258,310
259,42
260,119
261,207
262,608
263,350
264,111
265,242
266,344
267,428
268,52
269,162
270,99
271,463
272,269
273,418
274,118
275,379
276,493
277,32
278,448
279,41
280,31
281,61
282,82
283,64
284,114
285,610
286,105
287,69
288,231
289,48
290,366
291,734
292,3101
293,549
294,272
295,17
296,132
297,437
298,81
299,128
300,44
301,111
302,9
303,6
304,5
305,35
306,192
307,22
308,26
309,95
310,466
311,297
312,371
313,42
314,2
315,253
316,241
317,125
318,449
319,270
320,813
321,141
322,407
323,202
324,72
325,420
326,1
327,136
328,1082
329,448
330,431
331,158
332,2277
333,55
334,142
335,53
336,182
337,47
338,301
339,218
340,72
341,147
342,1768
343,410
344,645
345,20
346,79
347,944
348,362
349,216
350,184
351,1189
352,162
353,278
354,307
355,616
356,293
357,190
358,125
359,111
360,807
361,316
362,171
363,205
364,69
365,125
366,401
367,1062
368,207
369,7
370,1553
371,114
372,11
373,214
374,902
375,171
376,34
377,940
378,175
379,590
380,447
381,258
