0,2245
1,953
2,458
3,182
4,1199
5,220
6,645
7,334
8,272
9,424
10,1113
11,1420
12,837
13,258
14,1331
15,151
16,176
17,169
18,1559
19,272
20,597
21,37
22,62
23,651
24,54
25,107
26,390
27,1917
28,799
29,162
30,133
31,312
32,153
33,548
34,382
35,91
36,1462
37,323
38,451
39,122
40,320
41,1503
42,158
43,87
44,483
45,33
46,434
47,640
48,566
49,627
50,630
51,475
52,30
53,75
54,1979
55,396
56,663
57,282
58,264
59,1974
60,507
61,934
62,160
63,642
64,203
65,154
66,782
67,184
68,39
69,993
70,2085
71,397
72,392
73,160
74,211
75,703
76,949
77,173
78,504
79,465
80,146
81,655
82,819
83,231
84,109
85,218
86,821
87,461
88,165
89,206
90,1007
91,74
92,33
93,646
94,252
95,169
96,367
97,446
98,506
99,153
100,306
101,612
102,440
103,199
104,1033
105,44
106,377
107,272
108,465
109,101
110,794
111,369
112,831
113,82
114,210
115,2958
116,696
117,492
118,481
119,590
120,247
121,363
122,105
123,762
124,752
125,1246
126,297
127,32
128,96
129,72
130,222
131,1354
132,757
133,342
134,47
135,236
136,1051
137,583
138,1403
139,575
140,1208
141,794
142,172
143,159
144,90
145,79
146,8
147,244
148,164
149,278
150,1271
151,167
152,280
153,388
154,173
155,252
156,304
157,160
158,335
159,213
160,727
161,255
162,282
163,85
164,546
165,242
166,269
167,75
168,108
169,459
170,627
171,367
172,221
173,645
174,768
175,281
176,615
177,527
178,169
179,57
180,486
181,739
182,332
183,188
184,394
185,1022
186,658
187,384
188,308
189,156
190,848
191,499
192,201
193,73
194,1007
195,604
196,68
197,2
198,50
199,13
200,429
201,42
202,368
203,249
204,273
205,255
206,82
207,156
208,303
209,256
210,173
211,587
212,508
213,407
214,87
215,48
216,78
217,371
218,1044
219,349
220,98
221,460
222,388
223,374
224,455
225,435
226,2198
227,120
228,648
229,128
230,272
231,655
232,257
233,300
234,43
235,95
236,10
237,211
238,72
239,4
240,104
241,270
242,278
243,15
244,37
245,45
246,265
247,129
248,396
249,967
250,620
251,211
252,111
253,313
254,265
255,1221
256,40
257,639
258,451
259,47
260,352
261,95
262,344
263,508
264,171
265,362
266,125
267,114
268,177
269,809
270,420
271,102
272,253
273,465
274,438
275,67
276,191
277,195
278,623
279,364
280,491
281,542
282,496
283,668
284,46
285,660
286,82
287,19
288,46
289,13
290,36
291,223
292,702
293,116
294,100
295,251
296,36
297,447
298,775
299,3456
300,554
301,322
302,5
303,182
304,740
305,178
306,101
307,69
308,105
309,4
310,2
311,76
312,208
313,42
314,43
315,126
316,670
317,414
318,498
319,152
320,4
321,264
322,241
323,164
324,488
325,275
326,835
327,197
328,122
329,435
330,247
331,91
332,1351
333,2
334,138
335,1262
336,379
337,474
338,108
339,3038
340,55
341,224
342,40
343,194
344,29
345,357
346,303
347,118
348,168
349,2411
350,421
351,935
352,13
353,71
354,697
355,320
356,214
357,207
358,1488
359,185
360,403
361,413
362,727
363,500
364,314
365,138
366,168
367,1755
368,1142
369,519
370,176
371,278
372,105
373,100
374,935
375,1
376,1379
377,207
378,2
379,1101
380,193
381,11
382,236
383,764
384,1190
385,257
386,48
387,417
388,40
389,904
390,148
391,615
392,398
393,250
394,246
