0,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,1,0,2,0,0,0,2,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,4,0,0,0,1,0,0,0,1,2,1,1,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1
3,33,40,31,58,37,8,12,33,45,34,29,50,12,15,51,46,50,29,54,11,9,40,49,37,12,14,8,6
4,4,9,8,11,10,10,14,7,11,12,15,10,12,12,10,12,17,8,11,11,6,3,8,12,9,12,16,8
5,7,7,7,14,14,8,10,15,21,12,10,15,7,9,17,14,13,12,15,13,6,12,14,13,10,6,13,5
6,13,13,34,15,14,8,43,12,10,34,12,20,44,33,17,17,39,12,10,15,41,17,15,24,8,10,21,47
7,5,6,4,7,6,1,2,13,8,9,12,13,1,4,11,18,13,11,12,0,1,10,14,9,4,5,3,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,13,11,9,15,11,4,2,7,8,7,6,9,3,1,20,20,11,11,18,0,2,16,20,17,1,4,2,6
10,9,10,6,10,4,3,2,9,13,5,6,6,4,1,8,11,9,13,5,5,2,8,11,6,0,3,2,3
11,8,10,10,10,7,2,0,12,8,10,12,6,9,2,8,12,5,12,10,2,5,12,18,11,11,18,4,2
12,13,11,16,8,3,0,0,13,11,9,10,3,0,0,13,12,15,9,6,1,2,15,12,9,0,0,1,1
13,8,5,4,3,6,0,2,4,1,3,4,4,2,4,5,2,3,5,4,0,2,4,4,3,3,3,0,1
14,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0
15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,6,16,13,18,11,19,8,10,12,10,14,6,11,17,8,4,13,10,22,18,16,3,7,10,17,11,27,7
17,2,3,2,2,4,3,0,5,1,5,3,0,4,7,2,6,8,2,13,4,11,6,10,8,11,8,8,6
18,5,4,4,3,5,1,3,6,5,3,2,4,2,0,4,3,2,3,3,4,3,1,0,5,5,6,0,3
19,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,51,48,53,46,39,19,3,68,37,75,42,43,13,5,51,85,64,59,26,19,23,83,103,55,15,10,7,2
22,1,2,1,6,3,1,0,2,2,5,1,2,0,1,0,4,4,4,3,0,0,2,2,3,2,2,0,0
23,0,1,1,1,1,0,0,1,3,1,1,1,0,1,2,3,2,0,1,1,1,1,2,1,0,0,1,0
24,0,2,1,3,1,0,1,1,1,1,3,2,0,0,0,1,1,4,2,0,1,1,1,2,0,0,2,1
25,1,0,0,0,0,0,1,1,2,1,1,1,0,1,3,2,3,0,1,0,0,1,1,3,0,0,0,0
26,15,12,16,14,10,0,1,16,10,13,15,9,0,2,8,16,12,12,9,1,2,10,10,10,7,9,0,0
27,8,7,9,11,3,7,6,4,3,1,0,3,3,0,4,4,2,1,2,8,2,3,4,4,0,3,3,1
28,2,5,6,5,6,1,1,7,4,4,4,1,0,0,3,4,6,5,5,0,1,3,1,2,1,0,1,0
29,5,4,5,1,0,5,2,0,2,2,2,4,1,2,4,7,4,6,2,2,4,4,11,4,4,2,2,4
30,3,5,6,6,4,0,1,6,3,3,4,1,0,0,4,4,7,8,5,0,0,5,5,4,4,0,0,0
31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,7,5,6,5,6,2,1,7,3,6,5,6,0,0,11,11,13,9,6,0,1,12,8,12,1,1,1,0
33,1,3,4,1,2,2,1,0,2,4,0,2,0,5,10,13,14,14,14,5,3,14,19,10,2,1,1,0
