0,1,1,2,0,2,0,1,0,2,0,0,3,1,0,0,3,1,1,1,0,0,2,1,0,1,1,0,1,1,1,0
1,0,0,7,2,0,0,1,0,0,1,1,2,5,2,0,0,2,1,3,4,1,0,0,8,5,2,4,1,0,0,0
2,15,7,7,6,6,6,10,6,7,2,5,2,7,10,6,2,5,3,6,3,6,8,3,11,6,3,5,4,6,5,9
3,4,1,2,3,0,0,2,2,6,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,2,3,3,4
4,0,6,0,0,2,0,0,0,5,0,0,1,0,1,0,5,0,1,1,0,2,0,7,0,0,2,0,0,0,4,0
5,7,7,2,2,3,2,2,12,9,4,0,3,4,2,14,11,1,0,3,3,3,14,9,3,0,1,1,1,10,9,0
6,0,0,0,0,0,0,3,4,2,2,2,3,2,2,2,1,2,3,4,2,3,2,2,3,3,2,1,1,5,5,5
7,0,3,2,2,2,2,0,0,4,2,1,2,2,0,0,4,1,3,2,2,0,0,3,0,0,0,1,0,0,4,0
8,0,0,1,1,0,0,1,0,3,1,1,0,2,1,0,1,2,0,0,0,0,1,2,1,0,0,2,0,0,1,0
9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
10,3,8,2,1,1,4,1,2,2,11,7,7,7,5,5,3,3,2,6,4,9,7,8,2,1,6,8,4,7,10,5
11,0,3,0,1,1,1,0,0,1,2,0,2,2,1,0,0,0,1,3,3,4,3,3,8,6,6,8,4,10,6,9
12,0,0,1,3,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,5,1,2,0,0,0,0,3,1,0,2,1
13,0,19,2,4,8,8,0,2,20,3,7,5,7,0,0,24,10,4,8,6,0,0,26,2,9,8,2,0,1,22,0
14,0,2,1,1,1,1,0,0,1,1,2,4,1,0,1,1,0,1,2,1,4,0,0,1,0,0,1,3,0,0,2
15,3,7,3,6,3,4,6,6,7,1,1,0,9,10,12,10,7,8,8,2,7,7,3,6,10,8,5,7,6,3,5
16,0,2,0,0,0,0,2,0,3,1,1,1,1,0,0,3,0,0,0,0,0,1,4,3,1,1,0,0,3,1,0
17,1,1,2,3,2,2,2,1,1,1,0,2,0,1,2,3,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0
18,5,20,1,0,0,0,0,7,16,2,0,0,0,1,4,14,2,1,0,1,1,6,14,0,0,0,2,0,3,9,0
19,1,3,0,1,0,1,2,0,3,1,2,2,2,2,0,3,0,0,1,1,2,0,3,1,0,1,0,3,0,5,1
20,10,12,1,1,5,3,1,2,15,0,1,6,5,15,9,17,1,2,0,3,1,2,21,3,0,1,1,0,1,9,3
21,1,8,5,0,5,1,2,3,8,1,0,8,1,2,0,9,1,1,5,1,1,1,10,1,3,5,4,1,1,10,0
22,10,63,9,8,20,6,13,15,66,2,9,18,4,8,5,61,5,13,31,11,6,5,57,11,11,16,13,5,11,43,1
23,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
24,1,20,8,5,9,6,2,2,3,6,3,6,4,3,1,5,5,5,1,5,2,0,6,0,1,1,2,1,0,5,1
25,13,4,9,6,9,10,12,2,6,3,4,7,9,8,6,6,10,9,8,3,2,5,3,2,2,3,1,0,5,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,1,1,4,0,0,0,1,0,0,0
27,5,7,6,6,2,5,4,2,2,3,6,3,5,4,10,11,6,12,3,3,2,2,4,3,5,1,1,3,1,2,0
28,24,3,50,51,54,55,4,36,0,56,73,29,45,10,1,0,29,6,5,5,3,1,1,7,5,3,6,1,0,1,0
29,0,1,0,2,2,1,0,0,1,0,2,0,2,0,1,5,0,0,0,1,0,0,2,0,2,0,2,0,0,1,0
30,11,5,1,4,0,0,5,4,16,4,2,5,2,2,4,16,9,2,8,3,7,12,18,1,1,3,7,3,9,12,1
31,8,2,1,4,2,5,2,1,0,2,3,3,3,4,0,1,3,2,2,0,1,4,1,4,1,0,1,2,0,1,0
32,1,4,1,6,4,2,4,4,1,5,1,6,5,5,2,1,2,7,4,5,3,2,2,6,6,3,9,6,3,3,4
33,1,2,3,5,4,4,1,1,2,3,3,1,1,4,1,1,3,1,3,8,4,0,1,5,1,1,3,3,0,2,2
34,0,1,0,0,1,1,0,0,2,0,1,1,0,0,0,1,1,1,1,3,1,2,2,2,2,0,1,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
36,1,4,3,2,5,2,1,3,8,3,3,2,4,2,6,4,3,7,3,4,3,3,10,5,7,5,7,5,4,10,7
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
38,0,1,0,0,0,0,0,0,0,0,0,0,3,1,11,0,1,2,0,2,3,1,2,1,0,1,0,1,0,0,0
39,0,0,0,0,0,0,3,1,0,0,1,0,0,2,5,1,2,0,0,0,0,0,0,2,0,0,2,1,0,1,0
40,0,0,1,1,1,0,0,0,0,1,2,2,2,1,0,0,0,2,1,2,0,0,1,0,1,1,0,0,0,0,0
41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,12,1,0,0,3,3,1,4,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
43,2,4,1,1,3,3,3,2,5,5,4,5,5,2,4,4,3,3,5,4,1,7,4,5,7,2,3,2,2,7,5
44,6,1,0,1,1,0,1,3,1,0,1,0,1,1,1,0,0,0,0,0,3,4,3,0,1,2,0,2,0,1,1
45,0,0,0,0,1,0,1,0,1,1,0,1,2,2,1,1,0,0,1,1,3,1,5,1,1,1,2,3,1,5,4
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,2,4,0,0,0,0,0,0,7,1,0,0,0,0,3,5,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
49,0,5,0,1,0,1,3,0,4,0,1,0,0,1,1,3,1,1,0,0,0,0,4,0,2,0,0,0,1,9,6
50,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,0,2,3,1,0,1,0,0,1,0,0,1,1,0,0,1
51,0,4,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
52,2,1,0,0,3,0,2,2,3,0,1,0,2,1,3,1,0,0,1,1,0,3,0,0,1,0,4,4,0,0,1
53,1,7,0,0,0,0,5,9,2,1,2,1,2,0,2,3,0,2,1,1,3,2,3,0,0,3,1,3,2,4,1
54,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,3,1,0,3,2,1,1,1,0
55,10,3,9,10,18,11,12,6,0,9,19,14,6,14,1,0,11,20,8,9,10,3,0,9,11,18,22,12,0,3,1
56,3,2,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,4,2,0,0,1,0,0,0,2,0,0
57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,1,1,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,5,0,0,2,2,2,5,2,0,1,1,0,2,0,0,0,0,0,0,4,3,0,4,0,0,0,1,0,3,0,1
60,0,0,0,1,0,2,0,0,0,2,1,0,1,1,1,1,1,0,2,1,1,2,0,0,1,1,0,1,0,2,1
61,1,7,4,4,5,5,4,1,9,3,5,9,8,4,0,9,5,6,3,7,2,1,6,4,3,2,4,1,0,4,1
62,3,1,6,5,5,3,10,7,3,6,2,4,6,4,1,2,2,4,5,6,8,6,5,1,3,4,2,4,1,1,0
63,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,1,0,1,4,0,0,1,0,0,0
64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
65,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
